chromosome	CDS_start	CDS_end	new_end	Filter
LG14	13645783	13653582	13650455	PASS
UN	91265631	91266676	77817319	Not Valid
LG22-25	22296823	22300435	22296992	PASS
UN	48846810	48854685	48846968	PASS
LG12	21419942	21423805	21422757	PASS
LGx	91265631	91266676	6327253	Not Valid
LG13	6112631	6268420	6186990	PASS
LG12	18751042	18758332	18756458	PASS
UN	91265631	91266676	41383647	Not Valid
LG4	21850302	21860289	21857571	PASS
UN	91265631	91266676	12183351	Not Valid
LG16	91265631	91266676	12750566	Not Valid
LG16	91265631	91266676	3659011	Not Valid
LG2	24083072	24101079	24093007	PASS
UN	91265631	91266676	71171710	Not Valid
UN	91265631	91266676	27451294	Not Valid
LG5	20452538	20457280	20453019	PASS
LG4	91265631	91266676	11563407	Not Valid
UN	91265631	91266676	48520297	Not Valid
UN	89386483	89390058	89388365	PASS
LG22-25	3103354	3105146	3104118	PASS
UN	55380104	55391444	55387109	PASS
LG13	91265631	91266676	1636132	Not Valid
LG16	91265631	91266676	8894379	Not Valid
LG22-25	91265631	91266676	6762572	Not Valid
UN	25323225	25563570	25377867	PASS
LG15	91265631	91266676	13513271	Not Valid
UN	41458915	41462778	41461468	PASS
LG9	91265631	91266676	1741186	Not Valid
UN	91265631	91266676	77665249	Not Valid
LG17	19588918	19831786	19720102	PASS
LG4	3779851	3791281	3791210	PASS
LG15	4246801	4257529	4247316	PASS
LG10	91265631	91266676	2752059	Not Valid
UN	37504262	37507560	37504972	PASS
LG5	91265631	91266676	4087611	Not Valid
LG15	91265631	91266676	16131318	Not Valid
UN	322587	338618	335844	PASS
LG7	12073304	12110613	12074139	PASS
UN	91265631	91266676	91789238	Not Valid
LG7	14514316	14621273	14561006	PASS
LG16	91265631	91266676	999650	Not Valid
LG12	7067675	7068552	7068111	PASS
LG4	91265631	91266676	17725580	Not Valid
LG8	6992105	6997408	6996598	PASS
LG20	91265631	91266676	5126531	Not Valid
LG14	91265631	91266676	20422590	Not Valid
LGx	91265631	91266676	17725854	Not Valid
UN	91265631	91266676	78811033	Not Valid
LG7	2902515	2960934	2943643	PASS
LG19	91265631	91266676	2009407	Not Valid
UN	91265631	91266676	85300978	Not Valid
LG9	91265631	91266676	16513207	Not Valid
UN	91265631	91266676	31075745	Not Valid
UN	67358403	67359896	67359726	PASS
LG16	91265631	91266676	1407061	Not Valid
LG5	22249504	22253746	22249810	PASS
LG8	91265631	91266676	611272	Not Valid
LG16	12630578	12637665	12636909	PASS
LG16	9363450	9368435	9366550	PASS
UN	91265631	91266676	58845390	Not Valid
LG22-25	8399143	8414960	8399243	PASS
LG8	91265631	91266676	11952065	Not Valid
LG11	91265631	91266676	20413443	Not Valid
LG5	91265631	91266676	16535445	Not Valid
LG15	16989606	17020754	17017544	PASS
LG2	91265631	91266676	5679477	Not Valid
LG8	7019171	7024846	7023775	PASS
LG12	91265631	91266676	14500832	Not Valid
UN	77515918	77524268	77522536	PASS
UN	91265631	91266676	1646274	Not Valid
LG5	91265631	91266676	15270690	Not Valid
LG1B	91265631	91266676	11640285	Not Valid
LG1B	91265631	91266676	14080882	Not Valid
LG1A	3061957	3188106	3103813	PASS
UN	91265631	91266676	78887151	Not Valid
UN	91265631	91266676	75256851	Not Valid
UN	91265631	91266676	95038858	Not Valid
LG1B	91265631	91266676	6576806	Not Valid
LG10	1631102	1631859	1631679	PASS
LG11	91265631	91266676	4513094	Not Valid
LG22-25	91265631	91266676	5246002	Not Valid
LG5	20732374	20766570	20766185	PASS
LG20	91265631	91266676	7268156	Not Valid
LG1A	8947344	8948827	8948724	PASS
LG22-25	91265631	91266676	4273618	Not Valid
LG11	91265631	91266676	11196547	Not Valid
LG15	91265631	91266676	12679541	Not Valid
LG7	91265631	91266676	6849167	Not Valid
UN	91265631	91266676	24236288	Not Valid
LG1B	14146020	14156133	14155875	PASS
LG19	5343391	5363463	5363302	PASS
LG1A	91265631	91266676	20317118	Not Valid
LG1A	139331	147887	142553	PASS
LG2	91265631	91266676	16595444	Not Valid
LG16	2125429	2153589	2142675	PASS
UN	91265631	91266676	49939712	Not Valid
LG13	91265631	91266676	19681299	Not Valid
LG22-25	91265631	91266676	7809195	Not Valid
UN	88978668	88990779	88984016	PASS
LG17	91265631	91266676	13899685	Not Valid
LG7	24546572	24551072	24547948	PASS
UN	91265631	91266676	31216745	Not Valid
UN	91265631	91266676	29814779	Not Valid
LG19	19326606	19361965	19356686	PASS
LG22-25	3077703	3084479	3077711	PASS
LG8	22826592	22831254	22829668	PASS
LG16	91265631	91266676	7445203	Not Valid
LG5	4833551	4883368	4880516	PASS
LG10	91265631	91266676	12967498	Not Valid
LG12	91265631	91266676	11881074	Not Valid
LG8	2929808	2939099	2932724	PASS
LG20	19462052	19463760	19462750	PASS
UN	91265631	91266676	25120152	Not Valid
UN	88925212	88927037	88926288	PASS
UN	91265631	91266676	1644140	Not Valid
UN	91265631	91266676	30203292	Not Valid
UN	91265631	91266676	78256300	Not Valid
LG9	17169287	17174934	17169328	PASS
LG17	1713013	1719164	1718583	PASS
LG22-25	91265631	91266676	4918741	Not Valid
UN	91265631	91266676	21943204	Not Valid
UN	29858430	29861763	29858836	PASS
UN	32355516	32359009	32355965	PASS
LG13	91265631	91266676	22646178	Not Valid
LG11	1872206	1880704	1878130	PASS
LG20	91265631	91266676	16293546	Not Valid
LG12	91265631	91266676	18658563	Not Valid
LG14	12323181	12342590	12338914	PASS
UN	70873684	70902305	70874540	PASS
UN	91265631	91266676	67149284	Not Valid
LG11	9071256	9074424	9074120	PASS
LG6	91265631	91266676	20096734	Not Valid
UN	91265631	91266676	29248918	Not Valid
LG8	14399234	14413030	14405651	PASS
UN	91265631	91266676	62903217	Not Valid
LG9	14855151	14860601	14857778	PASS
LG8	91265631	91266676	21454680	Not Valid
LG5	91265631	91266676	27937916	Not Valid
UN	2011014	2023736	2017107	PASS
UN	91265631	91266676	4281886	Not Valid
UN	91265631	91266676	41527883	Not Valid
UN	72135460	72262383	72145188	PASS
LG1A	21217879	21232252	21219953	PASS
UN	91265631	91266676	78599474	Not Valid
LG8	10263641	10305510	10295328	PASS
LGx	2156045	2231365	2176560	PASS
LG22-25	91265631	91266676	12807153	Not Valid
LG24	91265631	91266676	2928820	Not Valid
LG16	91265631	91266676	14984749	Not Valid
LG7	25182495	25184326	25183072	PASS
LG1A	22095336	22103585	22095818	PASS
LG22-25	91265631	91266676	8638542	Not Valid
LG7	25414341	25431376	25418859	PASS
LG5	28701814	28717068	28709905	PASS
LG20	91265631	91266676	6218999	Not Valid
LG12	91265631	91266676	5063105	Not Valid
UN	91265631	91266676	76693077	Not Valid
LG6	91265631	91266676	11766144	Not Valid
LG4	91265631	91266676	13953680	Not Valid
LG14	91265631	91266676	14301920	Not Valid
UN	91265631	91266676	67087044	Not Valid
LG9	17163273	17164783	17164344	PASS
LG4	91265631	91266676	16880155	Not Valid
LG8	91265631	91266676	10007999	Not Valid
LG1A	18712985	18728149	18727573	PASS
UN	55378745	55379546	55379098	PASS
LG15	91265631	91266676	345235	Not Valid
LG13	91265631	91266676	11388266	Not Valid
LG8	91265631	91266676	3110100	Not Valid
LG18-21	91265631	91266676	11365957	Not Valid
LG2	4506191	4521320	4517388	PASS
LG5	91265631	91266676	12939170	Not Valid
UN	91265631	91266676	61172958	Not Valid
LG22-25	91265631	91266676	15462561	Not Valid
LG1A	91265631	91266676	14323769	Not Valid
LG16	91265631	91266676	10660464	Not Valid
UN	91265631	91266676	23499346	Not Valid
UN	91265631	91266676	44744237	Not Valid
UN	45727478	45750672	45739073	PASS
LG2	5170746	5200098	5199103	PASS
LG15	91265631	91266676	12141282	Not Valid
LG1B	91265631	91266676	7507964	Not Valid
LG13	91265631	91266676	24579710	Not Valid
LG7	91265631	91266676	4205969	Not Valid
UN	38415818	38629962	38596208	PASS
UN	91265631	91266676	42021794	Not Valid
LG22-25	2055762	2080012	2079131	PASS
LG9	21299510	21341409	21327072	PASS
LG8	91265631	91266676	18491157	Not Valid
LG19	91265631	91266676	22819955	Not Valid
UN	76358842	76384041	76362735	PASS
UN	91265631	91266676	19954149	Not Valid
LG8	16792881	16794070	16793328	PASS
LG1B	91265631	91266676	11185678	Not Valid
LG12	91265631	91266676	22512049	Not Valid
UN	61485224	61492995	61487039	PASS
UN	62570492	62735682	62630148	PASS
LG15	91265631	91266676	8521013	Not Valid
UN	64008041	64032124	64019768	PASS
LG6	523629	535922	533028	PASS
LG20	91265631	91266676	24842194	Not Valid
UN	91265631	91266676	22365266	Not Valid
LG10	91265631	91266676	8856066	Not Valid
LG18-21	91265631	91266676	11921922	Not Valid
LG20	10155374	10213396	10208429	PASS
LG14	91265631	91266676	13759292	Not Valid
LG10	91265631	91266676	12575310	Not Valid
UN	55800337	55801982	55801895	PASS
LG9	12894005	12909248	12906638	PASS
UN	66761703	66764355	66762475	PASS
LG6	91265631	91266676	2106131	Not Valid
UN	91265631	91266676	2144698	Not Valid
LG2	91265631	91266676	7165191	Not Valid
LG1A	91265631	91266676	3339596	Not Valid
LG22-25	91265631	91266676	2002126	Not Valid
UN	91265631	91266676	73898416	Not Valid
LG14	20703486	20949708	20936978	PASS
UN	91265631	91266676	1986268	Not Valid
LG8	91265631	91266676	8481447	Not Valid
LG2	8842822	8880977	8880228	PASS
UN	91265631	91266676	87863938	Not Valid
UN	91265631	91266676	90654306	Not Valid
LG1A	91265631	91266676	6908334	Not Valid
UN	83331822	83347034	83346934	PASS
LG20	91265631	91266676	6705511	Not Valid
LG1B	3737828	3862501	3822432	PASS
LG15	91265631	91266676	14759112	Not Valid
LG11	15300728	15331414	15301034	PASS
UN	67891022	67895795	67891854	PASS
UN	25202473	25316316	25279194	PASS
UN	91265631	91266676	34049878	Not Valid
UN	32377191	32390409	32390246	PASS
LG20	11253790	11368803	11344977	PASS
LG20	91265631	91266676	6122858	Not Valid
LG19	91265631	91266676	8395036	Not Valid
LG11	8744445	8754461	8753628	PASS
UN	91265631	91266676	30860576	Not Valid
UN	91265631	91266676	57281345	Not Valid
UN	91265631	91266676	29737987	Not Valid
LG14	91265631	91266676	16854915	Not Valid
LG11	1566140	1566633	1566305	PASS
LG7	91265631	91266676	19420668	Not Valid
UN	15717983	16167386	15740026	PASS
LG10	91265631	91266676	4815374	Not Valid
UN	91265631	91266676	64412775	Not Valid
UN	11621405	11628629	11626082	PASS
UN	91265631	91266676	89074822	Not Valid
LG20	91265631	91266676	8785861	Not Valid
UN	91265631	91266676	66939696	Not Valid
LG1A	12296160	12321757	12297124	PASS
LG1A	91265631	91266676	23572225	Not Valid
LG14	114864	130612	128849	PASS
LG6	20941435	21008122	20969728	PASS
LG9	91265631	91266676	22272816	Not Valid
LG4	14364692	14374268	14369540	PASS
UN	91265631	91266676	1952395	Not Valid
UN	61680487	61683055	61682148	PASS
LG11	22174952	22175850	22175518	PASS
LG17	2494285	2503671	2494292	PASS
LG18-21	91265631	91266676	3653594	Not Valid
LG10	4893127	4920999	4894450	PASS
UN	82241213	82303384	82293063	PASS
UN	91265631	91266676	2982877	Not Valid
LG13	25864678	25866180	25865530	PASS
UN	91265631	91266676	81797758	Not Valid
UN	43375503	43380402	43379679	PASS
UN	91265631	91266676	74632212	Not Valid
LG9	91265631	91266676	11772954	Not Valid
LG7	91265631	91266676	13913979	Not Valid
LG13	91265631	91266676	19441158	Not Valid
UN	91265631	91266676	57243420	Not Valid
LG12	8807694	8813036	8811307	PASS
LG6	91265631	91266676	1303564	Not Valid
LG4	91265631	91266676	17803243	Not Valid
LG16	91265631	91266676	2117078	Not Valid
UN	41192560	41234201	41225546	PASS
LG7	91265631	91266676	2997607	Not Valid
LG10	6403721	6462609	6444847	PASS
UN	91265631	91266676	3423222	Not Valid
UN	91265631	91266676	94255401	Not Valid
LG7	91265631	91266676	7999709	Not Valid
LG20	91265631	91266676	8798212	Not Valid
LG2	91265631	91266676	26194253	Not Valid
UN	91265631	91266676	46935605	Not Valid
LG18-21	4469419	4474613	4472340	PASS
LG13	91265631	91266676	7589964	Not Valid
LG7	8655957	8658769	8656584	PASS
LG6	18665496	18735358	18731144	PASS
LG16	23894047	24214956	24018624	PASS
LG19	91265631	91266676	20637152	Not Valid
LG6	2205606	2212024	2206650	PASS
UN	91265631	91266676	95466129	Not Valid
UN	7124641	7132184	7125117	PASS
LG13	1896093	1996755	1901084	PASS
UN	91265631	91266676	40936079	Not Valid
LG10	16897189	16902671	16900120	PASS
LG14	2525067	2598900	2561869	PASS
UN	25323225	25563570	25419645	PASS
LG9	91265631	91266676	6105136	Not Valid
LG20	28304704	28349469	28348202	PASS
LG11	91265631	91266676	14661630	Not Valid
LG4	91265631	91266676	24334551	Not Valid
UN	72720545	72722484	72721308	PASS
LG7	9442583	9463453	9460314	PASS
LG2	91265631	91266676	10343780	Not Valid
LG5	21026881	21032141	21031186	PASS
LG24	5257168	5259945	5259762	PASS
UN	91265631	91266676	73536412	Not Valid
LG9	91265631	91266676	806262	Not Valid
LG1A	2899116	2900663	2899806	PASS
LG14	91265631	91266676	1532822	Not Valid
LG10	91265631	91266676	13961504	Not Valid
LG11	91265631	91266676	21951043	Not Valid
UN	82085174	82140992	82109468	PASS
UN	91265631	91266676	4583187	Not Valid
LG11	91265631	91266676	7556009	Not Valid
LG11	91265631	91266676	6445140	Not Valid
UN	91265631	91266676	8952727	Not Valid
UN	91265631	91266676	81041833	Not Valid
UN	84882439	85129777	84893247	PASS
LG6	91265631	91266676	12218120	Not Valid
LG7	91265631	91266676	6361524	Not Valid
LG19	9811466	9813134	9812480	PASS
UN	91265631	91266676	984119	Not Valid
LG13	12876943	12888071	12876988	PASS
UN	91265631	91266676	69576007	Not Valid
LG1B	91265631	91266676	5596518	Not Valid
LG7	91265631	91266676	21476136	Not Valid
LG9	12089026	12269286	12092904	PASS
UN	58867488	58869217	58867728	PASS
LG16	12668683	12676320	12676319	PASS
LG19	91265631	91266676	4408845	Not Valid
UN	84215540	84218023	84216258	PASS
LG1A	9067694	9099262	9067710	PASS
LG12	13213257	13216505	13216491	PASS
LG16	91265631	91266676	6721869	Not Valid
LG13	18952644	18964004	18963761	PASS
UN	91265631	91266676	69960591	Not Valid
LG2	5568638	5607018	5588888	PASS
LG4	4903318	4968855	4957349	PASS
UN	91265631	91266676	47597887	Not Valid
LG1A	26030806	26051416	26037542	PASS
LG9	16647019	16651643	16647020	PASS
LG7	2072608	2161217	2160745	PASS
LG9	91265631	91266676	2125108	Not Valid
UN	91265631	91266676	39021096	Not Valid
LG20	91265631	91266676	17789793	Not Valid
LG11	91265631	91266676	13366311	Not Valid
UN	91265631	91266676	69859616	Not Valid
UN	91265631	91266676	21379181	Not Valid
LG19	2113978	2152441	2137559	PASS
LG1B	6440155	6443151	6442434	PASS
LG18-21	10135988	10140061	10139514	PASS
UN	73194377	73202959	73199284	PASS
LG1A	91265631	91266676	16867896	Not Valid
UN	91265631	91266676	19798495	Not Valid
LG7	27030480	27042222	27039681	PASS
UN	76842151	76849822	76849244	PASS
LG11	1872206	1880704	1878319	PASS
LG22-25	91265631	91266676	24584915	Not Valid
LG9	7169689	7173055	7170144	PASS
LG8	13643335	13668031	13646227	PASS
LG4	91265631	91266676	13737687	Not Valid
UN	91265631	91266676	84579810	Not Valid
UN	91265631	91266676	7605751	Not Valid
LG1A	26726825	27091779	27082680	PASS
UN	91265631	91266676	49646705	Not Valid
UN	40966875	40969299	40966998	PASS
LG13	6551644	6555026	6552658	PASS
LG3	2217717	2291771	2250374	PASS
LG12	12277103	12320716	12291885	PASS
LG19	91265631	91266676	18494818	Not Valid
LG7	91265631	91266676	18238611	Not Valid
LG9	91265631	91266676	18457098	Not Valid
UN	37106320	37362306	37175484	PASS
LG12	91265631	91266676	6256078	Not Valid
LG1A	91265631	91266676	7543479	Not Valid
LG15	19726134	19744651	19727569	PASS
LG11	11009803	11013625	11010322	PASS
UN	91265631	91266676	30013836	Not Valid
LG15	91265631	91266676	16448959	Not Valid
LG9	91265631	91266676	1057642	Not Valid
UN	91265631	91266676	77209377	Not Valid
UN	91265631	91266676	55838832	Not Valid
UN	91265631	91266676	45539302	Not Valid
LG11	91265631	91266676	10760452	Not Valid
LG11	91265631	91266676	12697736	Not Valid
LG17	19588918	19831786	19706339	PASS
UN	91265631	91266676	48316875	Not Valid
LG1A	25937802	26034829	25953679	PASS
LG1A	10700270	10703161	10702444	PASS
UN	91265631	91266676	36382522	Not Valid
LG24	91265631	91266676	13580319	Not Valid
LG13	91265631	91266676	19369001	Not Valid
LG24	91265631	91266676	13773010	Not Valid
LG14	14428884	14440036	14428889	PASS
UN	91265631	91266676	85501986	Not Valid
LG11	18230435	18245718	18235505	PASS
UN	91265631	91266676	11022817	Not Valid
LG13	91265631	91266676	21830809	Not Valid
UN	19808224	19814569	19812791	PASS
LG14	25632917	25669294	25633572	PASS
UN	91265631	91266676	10583633	Not Valid
LG5	91265631	91266676	6796889	Not Valid
LG17	8926576	8931825	8927088	PASS
LG1B	91265631	91266676	16075631	Not Valid
LG20	13428993	13429806	13429110	PASS
LG2	91265631	91266676	814690	Not Valid
LG19	91265631	91266676	2619588	Not Valid
UN	91265631	91266676	10080263	Not Valid
LG19	3942334	3948085	3946040	PASS
UN	91265631	91266676	22681109	Not Valid
LG8	91265631	91266676	22252220	Not Valid
UN	91265631	91266676	86750442	Not Valid
LG24	9539316	9622475	9621614	PASS
UN	60632588	60825487	60638478	PASS
UN	91265631	91266676	31138858	Not Valid
LG1B	91265631	91266676	16601713	Not Valid
UN	91265631	91266676	64467156	Not Valid
LG17	488548	537152	531368	PASS
UN	72976614	72980430	72978090	PASS
LG12	16671245	16675277	16674630	PASS
UN	18662317	18716403	18702579	PASS
LG6	91265631	91266676	21701842	Not Valid
UN	91265631	91266676	57635919	Not Valid
UN	75962514	76206106	76182574	PASS
LG20	3587336	3589406	3588731	PASS
UN	91265631	91266676	89695202	Not Valid
LG20	91265631	91266676	27049205	Not Valid
LG8	91265631	91266676	3596663	Not Valid
LG4	91265631	91266676	26022750	Not Valid
UN	91265631	91266676	62037912	Not Valid
LG16	91265631	91266676	21409704	Not Valid
UN	91265631	91266676	79632431	Not Valid
UN	91265631	91266676	14819966	Not Valid
UN	37573625	37577195	37576136	PASS
LG22-25	17981188	17983374	17982439	PASS
LG9	91265631	91266676	11848634	Not Valid
LG20	91265631	91266676	27772625	Not Valid
UN	91265631	91266676	84565355	Not Valid
UN	91265631	91266676	17554365	Not Valid
LG2	10245185	10251471	10249712	PASS
UN	8589532	8594892	8592493	PASS
LG10	91265631	91266676	15863157	Not Valid
LG15	91265631	91266676	14451342	Not Valid
LG8	91265631	91266676	17699629	Not Valid
LG1A	91265631	91266676	28175058	Not Valid
LG10	91265631	91266676	15183602	Not Valid
LGx	91265631	91266676	11290914	Not Valid
UN	42331269	42358125	42331323	PASS
UN	91265631	91266676	70251380	Not Valid
UN	91265631	91266676	1084814	Not Valid
LG20	11414315	11437343	11435490	PASS
LG9	15245611	15514482	15490642	PASS
UN	91265631	91266676	3918266	Not Valid
LG14	21365790	21513864	21443646	PASS
UN	91265631	91266676	8950818	Not Valid
UN	91265631	91266676	2196139	Not Valid
LG16	91265631	91266676	9222925	Not Valid
UN	91265631	91266676	35452053	Not Valid
UN	82241213	82303384	82269965	PASS
LG1B	91265631	91266676	6159928	Not Valid
UN	91265631	91266676	82046534	Not Valid
LG12	91265631	91266676	20047014	Not Valid
LG7	26802094	26812369	26812345	PASS
LG2	91265631	91266676	691905	Not Valid
LG2	12625976	12628101	12626752	PASS
LG12	91265631	91266676	9258090	Not Valid
UN	91265631	91266676	25963769	Not Valid
LG7	91265631	91266676	26919102	Not Valid
LG1A	26235529	26236603	26235678	PASS
LG13	13333152	13356079	13354066	PASS
UN	91265631	91266676	93724858	Not Valid
UN	86954693	86959252	86958214	PASS
LG22-25	91265631	91266676	9234801	Not Valid
UN	91265631	91266676	68366017	Not Valid
LG1A	13423012	13450569	13426795	PASS
LG7	91265631	91266676	26819115	Not Valid
UN	91265631	91266676	64611390	Not Valid
LG13	91265631	91266676	22640109	Not Valid
UN	91265631	91266676	74893369	Not Valid
LG9	12735195	12736112	12736042	PASS
LG10	91265631	91266676	14513256	Not Valid
UN	91265631	91266676	6728094	Not Valid
LG3	91265631	91266676	10658667	Not Valid
LG14	91265631	91266676	27730667	Not Valid
LG8	17830641	17866670	17836483	PASS
UN	5776292	5778999	5778265	PASS
LG6	1032327	1040824	1032707	PASS
UN	91265631	91266676	73472725	Not Valid
LG2	91265631	91266676	7444042	Not Valid
LG20	26676766	26688580	26687597	PASS
