     chromosome |       old_start |         old_end |       new_start |         new_end |           codon  |      Length add  | brin 
             UN |        28826982 |        28826984 |        28826978 |        28826980 |             TAG  |               2  |  -
        LG22-25 |        12265894 |        12265896 |        12265897 |        12265899 |             TAA  |               3  |  +
            LG5 |        14753396 |        14753398 |        14753392 |        14753394 |             TAA  |               2  |  -
           LG11 |        21664886 |        21664888 |        21664889 |        21664891 |             TAA  |               3  |  +
           LG20 |         2739042 |         2739044 |         2739045 |         2739047 |             TGA  |               3  |  +
        LG22-25 |        20780578 |        20780580 |        20780499 |        20780501 |             TAA  |              77  |  -
             UN |        52083772 |        52083774 |        52083775 |        52083777 |             TAA  |               3  |  +
            LG7 |        25677441 |        25677443 |        25677444 |        25677446 |             TAA  |               3  |  +
           LG1A |         3570952 |         3570954 |         3570948 |         3570950 |             TGA  |               2  |  -
           LG13 |        22694786 |        22694788 |        22694789 |        22694791 |             TAA  |               3  |  +
             UN |        44535385 |        44535387 |        44535381 |        44535383 |             TAG  |               2  |  -
           LG20 |         5114755 |         5114757 |         5114758 |         5114760 |             TGA  |               3  |  +
           LG19 |        12747576 |        12747578 |        12747572 |        12747574 |             TGA  |               2  |  -
           LG12 |        16678606 |        16678608 |        16678816 |        16678818 |             TGA  |             210  |  +
